,sentence_id,grela_source,grela_id,author,title,not_before,not_after,lagt_tlg_epithet,lagt_genre,lagt_provenience,noscemus_place,noscemus_genre,noscemus_discipline,title_short,emlap_noscemus_id,place_publication,place_geonames,author_viaf,title_viaf,date_random,token_count,text
283,lagt_tlg2018.tlg005_10543,lagt,lagt_tlg2018.tlg005,Eusebius,Demonstratio Evangelica,312.0,322.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,313.0,182616,εἰκότως ἐπιλέγεται πρός αὐτήν “αἰ χεῖρές σου ἐπί νώτου τῶν ἐχθρῶν σου.
284,lagt_tlg1271.tlg006_4611,lagt,lagt_tlg1271.tlg006,Clemens Romanus,Ὁμίλαι,1.0,100.0,['Theologici'],[],christian,,,,,,,,,,96.0,74668,"ἔτι μήν καί ὑπέρ ἐχθρῶν εὔχεσθαι,"
285,lagt_tlg4102.tlg010_6452,lagt,lagt_tlg4102.tlg010,Catenae (Novum Testamentum),Catena In Epistulam Ad Romanos (typus Vaticanus),501.0,600.0,[],[],christian,,,,,,,,,,576.0,59234,"τό “ἔνεκεν σοῦ θανατούμεθα ὅλην τήν ἡμέραν,” ἀλλ’ ὁ ἐχθρός Χριστοῦ καί ἔσχατος καταργηθησόμενος."
286,lagt_tlg4102.tlg003_1433,lagt,lagt_tlg4102.tlg003,Catenae (Novum Testamentum),Supplementum et varietas lectionis ad commentarium Chrysostomi in evangelium sancti Matthaei,501.0,600.0,[],[],christian,,,,,,,,,,585.0,16658,"καί τό καταγέλαστον ἔθος ἐκβαλόντες, τό ἀναμένειν τούς ἐχθρούς πρωτούς προσειπεῖν·"
287,lagt_tlg2018.tlg009_1554,lagt,lagt_tlg2018.tlg009,Eusebius of Caesarea,De Ecclesiastica Theologia (Book 3 only),335.0,339.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,335.0,20048,"ὅτε δέ τούς μέν ἐχθρούς ὑπό πόδας θήσει, τούς δέ τῆς αὐτοῦ βασιλείας ἀξίους ἐν ἀτελευτήτῳ ζωῇ καταστήσει,"
288,lagt_tlg4090.tlg001_16959,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"ἐπεί δέ κεκράτηκε τῶν ἐχθρῶν Θεοῦ τό νικᾶν ἐπιτρέποντος,"
289,lagt_tlg2018.tlg022_587,lagt,lagt_tlg2018.tlg022,Eusebius,De laudibus Constantini,325.0,339.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,334.0,24533,"οὐ κατ’ ἐχθρῶν ἀλλοφύλων καί ἀπεξενωμένων,"
290,lagt_tlg2042.tlg005_7212,lagt,lagt_tlg2042.tlg005,Origenes,Commentarii in Evangelium Joannis,208.0,220.0,['Theologici'],[],christian,,,,,,,,,,214.0,178984,"ἐν τῷ ἐγγίζειν ἐπ’ ἐμὲ κακοῦντας τοῦ φαγεῖν τὰς σάρκας μου, οἱ θλίβοντές με καὶ οἱ ἐχθροί μου αὐτοὶ ἠσθένησαν καὶ ἔπεσαν."
291,lagt_tlg2018.tlg005_13671,lagt,lagt_tlg2018.tlg005,Eusebius,Demonstratio Evangelica,312.0,322.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,313.0,182616,"καί ταπεινωθήσῃ ἀπό τῆς κληρονομίας ἧς ἔδωκά σοι, καί ἀναβιβῶ σε ἐν τοῖς ἐχθροῖς σου,"
292,lagt_tlg0555.tlg004_2090,lagt,lagt_tlg0555.tlg004,Clement of Alexandria,Stromata (Books I-VI),198.0,203.0,['Theologici'],[],christian,,,,,,,,,,201.0,195004,""" υἱέ, ἐὰν ἐγγυήσῃ σὸν φίλον, παραδώσεις σὴν χεῖρα ἐχθρῷ·"
293,lagt_tlg2042.tlg005_5317,lagt,lagt_tlg2042.tlg005,Origenes,Commentarii in Evangelium Joannis,208.0,220.0,['Theologici'],[],christian,,,,,,,,,,214.0,178984,ἀγαπήσεις τὸν πλησίον σου καὶ μισήσεις τὸν ἐχθρόν σου.
294,lagt_tlg0555.tlg004_4204,lagt,lagt_tlg0555.tlg004,Clement of Alexandria,Stromata (Books I-VI),198.0,203.0,['Theologici'],[],christian,,,,,,,,,,201.0,195004,"ἐχθροὶ δὲ οἱ ἁμαρτάνοντες εἴρηνται θεοῦ, οἱ ἐχθροὶ δὴ τῶν ἐντολῶν αἷς μὴ  ὑπακηκόασι γενόμενοι, ὥσπερ φίλοι οἱ ὑπακηκοότες, οἳ μὲν διὰ τὴν οἰκείωσιν, οἳ δὲ διὰ τὴν ἀπαλλοτρίωσιν τὴν ἐκ προαιρέσεως προσαγορευθέντες· E E"
295,lagt_tlg4090.tlg001_37196,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,ἐπόψομαι γάρ αὐτήν ὡς πηλόν ἐν ὁδοῖς ὑπό πόδας ἐχθρῶν ἐῤῥιμμένην τε καί πεπατημένην.
296,lagt_tlg0563.tlg001_3570,lagt,lagt_tlg0563.tlg001,Maximus of Tyre,Dialexeis,180.0,192.0,['Sophistae'],[],christian,,,,,,,,,,184.0,82208,"ἕως δὲ ἄσπονδος καὶ ἀκήρυκτος ὁ ἐν ψυχῇ πόλεμος, ἄφιλος ἡ ψυχὴ μένει, ἐχθρά, σκυθρωπῇ. E"
297,lagt_tlg4102.tlg004_1675,lagt,lagt_tlg4102.tlg004,Catenae (Novum Testamentum),Catena In Lucam,501.0,600.0,[],[],christian,,,,,,,,,,520.0,60476,"“καί “συγκόψω τούς ἐχθρούς αὐτοῦ ἀπό προσώπου αὐτοῦ, καί τούς “μισοῦντας αὐτόν τροπώσομεν."
298,lagt_tlg4090.tlg001_31008,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"κατορχήσονται γάρ ὑμῶν οἱ Βαβυλώνιοι, καί οἰκτρῶς ἀπολωλόσιν ἐπιμειδιάσουσιν οἱ ἐχθροί."
299,lagt_tlg2042.tlg058_9020,lagt,lagt_tlg2042.tlg058,Origen,Selecta in Psalmos [Dub.],208.0,220.0,['Theologici'],[],christian,,,,,,,,,,210.0,129819,Τί ἵνα σκσθρωπάζων πορεύομαι ἐν τῷ ἐκθλίβειν τόν ἐχθρόν μου;
300,lagt_tlg4090.tlg001_54230,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"συνέθλασε κεφαλάς, καί δέδωκεν ἡμῖν “πατεῖν ἐπάνω ὄφεων “καί σκορπίων καί ἐπί πᾶσαν τήν δύναμιν τοῦ ἐχθροῦ."
301,lagt_tlg4090.tlg001_43616,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,", καί ἡ πάλαι δεινή καί ἄθραυστος, καί δυσάντητον τοῖς ἄλλοις ἀεί κατεξανιστᾶσα τήν ἑαυτῆς ὠμότητα φαίνηται λοιπόν οἰκτρά τε καί ἄναλκις, καί ὁλοτρόπως ἠρημωμένη καί ὑπό πόδας ἐχθρῶν,"
302,lagt_tlg2042.tlg005_5530,lagt,lagt_tlg2042.tlg005,Origenes,Commentarii in Evangelium Joannis,208.0,220.0,['Theologici'],[],christian,,,,,,,,,,214.0,178984,"οὕτω "" φθόνῳ θάνατος εἰσῆλθεν εἰς τὸν κόσμον "", ἀεὶ ἐν οἷς ἂν εὕρῃ ζῶσιν ἀνθρωποκτονοῦντος ἕως ἂν πάντων τῶν ἐχθρῶν ὑποτεθέντων τοῖς ποσὶν τοῦ υἱοῦ τοῦ θεοῦ ἔσχατος ἐχθρὸς αὐτοῦ θάνατος καταργηθῇ."
303,lagt_tlg2042.tlg009_1459,lagt,lagt_tlg2042.tlg009,Origenes,In Jeremiam (Homiliae 1-11),220.0,254.0,['Theologici'],[],christian,,,,,,,,,,229.0,67916,"ἐπὰν δὲ ἁμαρτήσωμεν, τὸ περίζωμα τοῦτο ὡς ἀποτίθεται ὁ προφήτης καὶ καταδικάζει αὐτὸ εἰς τὸν Εὐφράτην ποταμόν, ἵνα ἐκεῖ διαφθαρῇ, οὕτως ὁ ἁμαρτάνων ἀποβάλλεται ἀπὸ τῆς ὀσφύος τοῦ θεοῦ καὶ ἐκβληθεὶς ἐκβάλλεται εἰς τὸν Εὐφράτην ποταμόν, τὸν τῆς Μεσοποταμίας ποταμόν, ὅπου οἱ Ἀσσύριοι ἐχθροὶ τῷ Ἰσραήλ, ὅπου οἱ Βαβυλώνιοι, καὶ ἐκεῖ διαφθείρεται. E"
304,lagt_tlg4102.tlg011_14456,lagt,lagt_tlg4102.tlg011,Catenae (Novum Testamentum),Catena In Epistulam Ad Romanos (typus Monacensis),501.0,600.0,[],[],christian,,,,,,,,,,551.0,141908,", ἐπί τήν τοῦ ἐχθροῦ κεφαλήν."
305,lagt_tlg1443.tlg002_1775,lagt,lagt_tlg1443.tlg002,Ignatius of Antioch,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.],113.0,113.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,113.0,23099,"βλέπετε οὖν τούς κακεντρεχεῖς ἐργάτας, τούς ἐχθρούς τοῦ σταυροῦ τοῦ Χριστοῦ, ὧν τό τέλος ἀπώλεια,"
306,lagt_tlg4090.tlg001_52914,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,’’ ἐχθροί μέν οὖν καθό καί ἑτερόφρονες·
307,lagt_tlg2042.tlg058_7039,lagt,lagt_tlg2042.tlg058,Origen,Selecta in Psalmos [Dub.],208.0,220.0,['Theologici'],[],christian,,,,,,,,,,210.0,129819,"« Οἱ μέν ἐχθροί,"
308,lagt_tlg2042.tlg044_469,lagt,lagt_tlg2042.tlg044,Origen,Fragmenta in Psalmos 1-150 [Dub.],201.0,300.0,['Theologici'],[],christian,,,,,,,,,,290.0,9718,Ὠς ἐχθρός μέν ἡμᾶς ὁ Σατανᾶς ἁμαρτάνειν καταναγκάζει·
309,lagt_tlg2048.tlg001_2496,lagt,lagt_tlg2048.tlg001,"Sozomenus, Salaminius Hermias",Historia Ecclesiastica,439.0,450.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,444.0,132524,κἄν ἐχθρός ᾖ ὁ τελευτήσας
310,lagt_tlg2042.tlg058_11801,lagt,lagt_tlg2042.tlg058,Origen,Selecta in Psalmos [Dub.],208.0,220.0,['Theologici'],[],christian,,,,,,,,,,210.0,129819,"Ἐχθρός φόβος ( ) ἐστίν ἤτοι ὁ παρά τοῦ ἐχθροῦ ἡμῖν ἐγγινόμενος, ἤ ὁ ἐναντίος τῷ τοῦ Χριστοῦ θάρσει."
311,lagt_tlg2042.tlg009_2049,lagt,lagt_tlg2042.tlg009,Origenes,In Jeremiam (Homiliae 1-11),220.0,254.0,['Theologici'],[],christian,,,,,,,,,,229.0,67916,"καὶ ἐν τῷ καιρῷ τῆς θλίψεως αὐτῶν, φησί, τῆς πρὸς τὸν ἐχθρὸν ἐγὼ παρέστην σοι ὑπὲρ αὐτῶν."
312,lagt_tlg2042.tlg019_4128,lagt,lagt_tlg2042.tlg019,Origen,Philocalia,220.0,254.0,['Theologici'],[],christian,,,,,,,,,,245.0,78424,"ἐν τῷ μηδενί ἄν τούς ἐχθρούς αὐτῶν ἐταπείνωσα, καί ἐπί τούς θλίβοντας αὐτούς ἐπέβαλον ἄν τήν χεῖρά μου·"
313,lagt_tlg4090.tlg001_46343,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,τοῖς ἐχθροῖς·
314,lagt_tlg2018.tlg005_13005,lagt,lagt_tlg2018.tlg005,Eusebius,Demonstratio Evangelica,312.0,322.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,313.0,182616,"ὅσα ἐπονηρεύσατο ὁ ἐχθρός ἐν τοῖς ἁγίοις σου,"
315,lagt_tlg2021.tlg001_1904,lagt,lagt_tlg2021.tlg001,Epiphanius,Ancoratus,325.0,325.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,325.0,60200,ἕως ὁ ἐχθρός λαβών θάρσος κατεπιθῆται ὡς δειλοῦ καί ἀδυνάτου τοῦ βασιλέως καί διώξῃ αὐτόν
316,lagt_tlg4090.tlg001_41029,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"τοῖς ἐχθροῖς σου ἀνοιγόμεναι ἀνοιχθήσονται πύλαι τῆς γῆς σου,"
317,lagt_tlg4090.tlg001_66153,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,ἐχθρούς .
318,lagt_tlg2042.tlg017_1427,lagt,lagt_tlg2042.tlg017,Origenes,Fragmenta in Lucam (in catenis),220.0,254.0,['Theologici'],[],christian,,,,,,,,,,235.0,17374,"τούς ἑαυτούς ὑπό τήν κραταιάν χεῖρα αὐτοῦ(, δεδωκώς αὐτοῖς — * — αὐτοῦ — ἐχθροῦ ."
319,lagt_tlg2733.tlg001_648,lagt,lagt_tlg2733.tlg001,"Evagrius, Scholasticus",Historia Ecclesiastica,593.0,594.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,594.0,61854,"ἐχθροί τῶν ἰδίων βουλήσεων καί τῆς φύσεως,"
320,lagt_tlg2042.tlg078_652,lagt,lagt_tlg2042.tlg078,Origen,Scholia in Lucam (fragmenta e cod. Venet. 28),208.0,220.0,['Theologici'],[],christian,,,,,,,,,,212.0,13699,"ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν , προσεύχεσθε ὑπὲρ τῶν διωκόντων ὑμᾶς, ὅπως γένησθε υἱοὶ τοῦ Πατρὸς ὑμῶν, τοῦ ἐν τοῖς οὐρανοῖς."
321,lagt_tlg2042.tlg074_497,lagt,lagt_tlg2042.tlg074,Origen,Excerpta in Psalmos [Dub.],208.0,220.0,['Theologici'],[],christian,,,,,,,,,,208.0,10647,"ἐχθρεύσω τοῖς ἐχθροῖς σου, καὶ ἀντιβήσομαι τοῖς ἀντικειμένοις σοι."
322,lagt_tlg2048.tlg001_2697,lagt,lagt_tlg2048.tlg001,"Sozomenus, Salaminius Hermias",Historia Ecclesiastica,439.0,450.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,444.0,132524,ἵν ἐπειδή ἡ ἀγριότης τῶν αἱμοβόρων αὐτοῦ καί πολεμίων ἐχθρῶν
323,lagt_tlg2042.tlg001_6731,lagt,lagt_tlg2042.tlg001,Origenes,Contra Celsum,220.0,254.0,['Theologici'],[],christian,,,,,,,,,,241.0,192070,"ἅμα οὖν ταῖς τοῦ ἡλίου "" τῆς δικαιοσύνης "" αὐγαῖς ἐπιλαμπούσαις αὐτοῦ τῇ ψυχῇ ὡσπερεὶ δυναμούμενος ὑπ’ αὐτῶν καὶ κραταιούμενος ἀνῄρει πᾶν "" τὸ φρόνημα τῆς σαρκὸς, "" λεγόμενον "" ἁμαρτωλοὺς γῆς, "" καὶ ἐξωλόθρευεν ἀπὸ τῆς ἐν τῇ ψυχῇ ἑαυτοῦ "" πόλεως κυρίου πάντας τοὺς ἐργαζομένους τὴν ἀνομίαν "" λογισμοὺς καὶ τὰ ἐχθρὰ τῇ ἀληθείᾳ ἐνθυμήματα."
324,lagt_tlg2042.tlg001_5812,lagt,lagt_tlg2042.tlg001,Origenes,Contra Celsum,220.0,254.0,['Theologici'],[],christian,,,,,,,,,,241.0,192070,"ὅταν δὲ "" πάντας τοὺς ἐχθροὺς "" ὑποτάξῃ "" ὑπὸ τοὺς πόδας αὐτοῦ "". E"
325,lagt_tlg2042.tlg058_8807,lagt,lagt_tlg2042.tlg058,Origen,Selecta in Psalmos [Dub.],208.0,220.0,['Theologici'],[],christian,,,,,,,,,,210.0,129819,Οἱ ἀφανεῖς ( ) καί λὀρώμενοι ἐχθροί Χριστοῦ θάνατον αὐτῷ κατεσκεύαζον.
326,lagt_tlg4090.tlg001_39418,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"γεγόνασι μέν γάρ πρό τῆς πίστεως ὑπό χεῖρας ἐχθρῶν,"
327,lagt_tlg0645.tlg001_242,lagt,lagt_tlg0645.tlg001,Justin Martyr,Apologia,150.0,160.0,['Apologetici'],[],christian,,,,,,,,,,158.0,16496,Εὔχεσθε ὑπέρ τῶν ἐχθρῶν ὑμῶν καί ἀγαπᾶτε τούς μισοῦντας ὑμᾶς καί εὐλογεῖτε τούς καταρωμένους ὑμῖν καί εὔχεσθε ὑπέρ τῶν ἐπηρεαζόντων ὑμᾶς“.
328,lagt_tlg2042.tlg021_1716,lagt,lagt_tlg2042.tlg021,Origenes,In Jeremiam (Homiliae 12-20),220.0,254.0,['Theologici'],[],christian,,,,,,,,,,221.0,48474,"ἐν καιρῷ τῶν θλίψεων αὐτῶν, εἰς ἀγαθά πρός τόν ἐχθρόν«. καί ἐν τῷ καιρῷ τῆς θλίψεως αὐτῶν, φησί, τῆς πρός τόν ἐχθρόν ἐγώ παρέστην σοι ὑπέρ αὐτῶν"
329,lagt_tlg4090.tlg001_34078,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,ἐκεῖθεν λυτρώσεταί σε Κύριος ὁ Θεός σου ἐκ Χειρός ἐχθρῶν σου
330,lagt_tlg2022.tlg003_262,lagt,lagt_tlg2022.tlg003,Gregory of Nazianzus,Christus patiens [Dub.] (fort. auctore Constantino Manasse),329.0,390.0,['Theologici'],[],christian,,,,,,,,,,373.0,38001,"ἐχθροῖς ,"
331,lagt_tlg2018.tlg005_13200,lagt,lagt_tlg2018.tlg005,Eusebius,Demonstratio Evangelica,312.0,322.0,['Scriptores Ecclesiastici' 'Theologici'],[],christian,,,,,,,,,,313.0,182616,"ὅπως τε ὁ ἐχθρός αὐτοῦ ζωῆς τυγχάνοντος θάνατος κατῃσχύνθη, ὥστε τούς ἐπο- νειδίζοντας εἰπεῖν “ποῦ σου, θάνατε, τό κέντρον;"
332,lagt_tlg2042.tlg008_819,lagt,lagt_tlg2042.tlg008,Origenes,De oratione,220.0,254.0,['Theologici'],[],christian,,,,,,,,,,250.0,34568,"τῇ οὖν ἐν ἡμῖν βασιλείᾳ τοῦ θεοῦ ἡ ἀκρότης ἀδιαλείπτως προκόπτουσιν ἐνστήσεται, ὅταν πληρωθῇ τὸ παρὰ τῷ ἀποστόλῳ εἰρημένον, ὅτι ὁ Χριστὸς, πάντων αὐτῷ τῶν ἐχθρῶν ὑποταγέντων, παραδώσει "" τὴν βασιλείαν τῷ θεῷ καὶ πατρὶ, "" "" ἵνα ᾖ ὁ θεὸς τὰ πάντα ἐν πᾶσι ""."
333,lagt_tlg4090.tlg001_63687,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,κρείττους ἦσαν ἐχθρῶν
334,lagt_tlg2040.tlg004_2884,lagt,lagt_tlg2040.tlg004,"Basil, Saint, Bishop of Caesarea",Epistulae,330.0,378.0,['Theologici'],[],christian,,,,,,,,,,371.0,159722,ἔκλαυσαν δέ καί οἱ ἐχθροί διά τήν ὑπερβολήν τῆς ἀνομίας σου.
335,lagt_tlg2035.tlg002_267,lagt,lagt_tlg2035.tlg002,Athanasius of Alexandria,De Incarnatione Verbi,328.0,373.0,['Theologici'],[],christian,,,,,,,,,,352.0,22669,"Ἐλθόντος γάρ αὐτοῦ ἐπί τήν ἡμετέραν χώραν, καί οἰκήσαντος εἰς ἕν τῶν ὁμοίων σῶμα, λοιπόν πᾶσα ἡ κατά τῶν ἀνθρώπων παρά τῶν ἐχθρῶν ἐπιβουλή πέπανται, καί ἡ τοῦ θανάτου ἠφάνισται φθορά ἡ πάλαι κατ’ αὐτῶν ἰσχύουσα."
336,lagt_tlg1443.tlg002_521,lagt,lagt_tlg1443.tlg002,Ignatius of Antioch,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.],113.0,113.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,113.0,23099,"οἱ ἐχθροί τοῦ σταυροῦ, ὧν ὁ θεός ἡ κοιλία, οἱ τά ἐπίγεια φρονοῦντες, οἱ φιλήδονοι καί οὐ φιλόθεοι, μόρφωσιν εὐσεβείας ἔχοντες, τήν δέ δύναμιν αὐτῆς ἠρνημένοι, οἱ χριστέμποροι, τόν λόγον καπηλεύοντες καί τόν Ἰησοῦν πωλοῦντες, οἱ τῶν γυναικῶν φθορεῖς καί τῶν ἀλλοτρίων ἐπιθυμηταί, οἱ χρηματολαίλαπες·"
337,lagt_tlg4090.tlg001_65743,lagt,lagt_tlg4090.tlg001,Cyril of Alexandria,In XII Prophetas,412.0,444.0,['Theologici'],[],christian,,,,,,,,,,425.0,482822,"τότε δή τότε καί φρενοβλαβείας ἁπάσης ἐξ ἡμῶν ἀνῃρημένης, τεθειμένων τε ἤδη τῶν ἐχθρῶν ὑπό πόδας Χριστοῦ"
338,lagt_tlg2042.tlg001_5713,lagt,lagt_tlg2042.tlg001,Origenes,Contra Celsum,220.0,254.0,['Theologici'],[],christian,,,,,,,,,,241.0,192070,"οὗτοι δὲ οἱ ἀνόσιοι ἀπὸ τοῦ πολεμιωτάτου ἀνθρώποις ὄφεως καὶ φρικτοτάτου ὡς οὐκ ἄνθρωποι, ὧν ἐχθρός ἐστιν ὄφις, ἀλλ’ ὡς ὄφεις σεμνύνονται ἐπὶ τῷ Ὀφιανοὶ καλεῖσθαι, Εὐφράτην τινὰ εἰσηγητὴν τῶν ἀνοσίων αὐχοῦντες λόγων. E"
339,lagt_tlg4102.tlg038_1118,lagt,lagt_tlg4102.tlg038,Catenae (Novum Testamentum),Catena In Epistulam Ad Hebraeos,501.0,600.0,[],[],christian,,,,,,,,,,522.0,186976,"ἀλλά ὡς αὐτός ὁ Υἱός λέγει, τό “ἐκ στόματος νηπίων καί θηλαζόντων “ κατηρτίσω αἶνον, ἕνεκεν τῶν ἐχθρῶν σου,” καί ” ὄψομαι τούς οὐρανούς ἔργα τῶν δακτύλων σου,"
340,lagt_tlg2058.tlg001_2556,lagt,lagt_tlg2058.tlg001,Philostorgius,Historia ecclesiastica (fragmenta ap. Photium),425.0,425.0,['Scriptores Ecclesiastici'],[],christian,,,,,,,,,,425.0,41204,καί οὕτως τόν δεινόν καί ἔχθιστον θάνατον καταλαβών κατέστρεψε τόν βίον τούς αὐτοῦ θεούς πολλά λοιδορησάμενος.
341,lagt_tlg2042.tlg079_781,lagt,lagt_tlg2042.tlg079,Origen,"Commentarii in evangelium Joannis (lib. 19, 20, 28, 32)",208.0,220.0,['Theologici'],[],christian,,,,,,,,,,219.0,71380,"προσέχετε γὰρ ὅτι ἐκ τοῦ "" ἀγαπᾶτε τοὺς ἐχθροὺς "" καὶ "" προσεύχεσθε ὑπὲρ τῶν διωκόντων "" ὁ μὴ πρότερον τοῦ ἐν οὐρανοῖς πατρός, ὕστερον αὐτοῦ γίνεται υἱός· E"
342,lagt_tlg2042.tlg005_6636,lagt,lagt_tlg2042.tlg005,Origenes,Commentarii in Evangelium Joannis,208.0,220.0,['Theologici'],[],christian,,,,,,,,,,214.0,178984,""" ἔσχατος ἐχθρὸς καταργεῖται ὁ θάνατος ""."
343,lagt_tlg4102.tlg004_569,lagt,lagt_tlg4102.tlg004,Catenae (Novum Testamentum),Catena In Lucam,501.0,600.0,[],[],christian,,,,,,,,,,520.0,60476,"Καί ἐπειδή πολλάκις ῥύονταί τινες ἐκ χειρός ἐχθρῶν, μετά φόβου δέ,"
344,lagt_tlg2038.tlg001_947,lagt,lagt_tlg2038.tlg001,Acta Thomae,Πράξεις τοῦ ἁγίου ἀποστόλου Θωμᾶ,200.0,240.0,[],[],christian,,,,,,,,,,218.0,32600,ἵνα μή ὑποστρέψῃ εἰς ἐμέ πάλιν ὁ ἐχθρός ἐκεῖνος.
345,lagt_tlg4102.tlg012_14122,lagt,lagt_tlg4102.tlg012,Catenae (Novum Testamentum),Catena In Epistulam I Ad Corinthios,501.0,600.0,[],[],christian,,,,,,,,,,527.0,128476,ἄχρις οὗ ἅν θῇ πάντας τούς ἐχθρούς ὑπό “τούς πόδας αὐτοῦ.
